Dates;DAX Index;1COV Index;ADS Index;ALV Index;BAS Index;BAYN Index;BEI Index;BMW  Index;CON  Index;DAI  Index;DB1  Index;DBK  Index;DPW  Index;DTE  Index;EOAN  Index;FME  Index;FRE  Index;HEI  Index;HEN3  Index;IFX  Index;LHA  Index;LIN  Index;LNA  Index;MRK  Index;MUV2  Index;PSM  Index;RWE  Index;SAP  Index;SIE  Index;TKA  Index;VNA  Index;VOW3  Index;WDI  Index
01.02.2018;13003.9;92.36;183.75;201.45;92.6;101.814;95.02;91.5;238.8;72.14;103.35;14.774;37.22;13.955;8.372;90.24;67.1;87.24;112.15;23.13;28.44;1;181;86.36;189.2;30.84;15.9;89.79;116.7;24.9;38.67;177.6;98.66
02.02.2018;12785.16;89.52;180.25;200.35;90.39;100.378;94.78;90.18;233.4;71.17;102.05;13.856;37.23;13.805;8.235;87.58;66.68;86;111.9;22.4;28.08;1;175.2;85.78;189.45;29.97;15.59;88;114.88;24.52;37.87;172.06;96.12
05.02.2018;12687.49;89.32;178.8;198.24;89.94;98.902;93.16;89.34;230.9;70.7;104.55;13.652;37.15;13.67;8.288;87.5;65.58;84.7;108.5;22.66;28.31;1;175.5;85.14;190.5;29.41;15.48;87.44;113.4;24.64;37.33;168.84;93.68
06.02.2018;12392.66;87.28;174.6;190.7;88.48;96.874;91.32;88.13;227.7;69.45;101.65;13.168;37.11;13.3;8.1;85.28;63.54;83.7;105.3;22.12;27.99;1;173.15;82.88;180.35;28.55;15.1;85.29;111.48;23.77;36.53;165.26;89.48
07.02.2018;12590.43;89.98;183.8;195.06;89.29;97.76;92.9;89.1;233.1;70.65;105.85;13.11;37.78;13.48;8.233;87.44;65;84.14;106.2;22.47;27.92;1;176.2;83.04;180.45;29.9;15.555;86.28;112.3;24.03;37.45;171.38;92.76
08.02.2018;12260.29;85.06;178.6;188.58;86.34;96.067;90.7;87.53;225.7;70.33;102.85;12.8;36.39;13.12;8.076;84.88;62.66;81.98;104.35;21.26;26.46;1;171.45;82.18;177.8;29.58;15.51;84.08;109.5;23.25;36.45;164.8;89.52
09.02.2018;12107.48;83.64;176.85;185.16;84.83;94.611;90.66;86.64;222.5;70.13;102.5;12.514;35.95;12.96;7.992;84.18;61.62;81.36;104.3;21.41;26.28;1;169.5;81.1;177.45;28.86;15.185;82.86;107.02;22.98;36.4;163.2;89.64
12.02.2018;12282.77;85.58;178.15;187.78;86.09;96.205;91.9;87.31;223.6;70.97;103.7;13.018;36.42;13.225;8.018;85.28;62.94;83.02;105.3;21.88;26.38;1;174.45;82;181.3;29.34;15.59;83.28;108.58;23.21;36.64;165.86;91.52
13.02.2018;12196.5;85.58;175.8;186.54;85.62;95.408;91.04;86.72;223.6;70.62;103.1;12.82;36.47;13.015;7.885;85.04;62.28;82.4;103.95;21.53;26.76;1;173.95;81.88;180.25;29.47;15.675;82.8;107.96;23.1;36.2;163.72;90.26
14.02.2018;12339.16;87.14;177;187.92;86.3;96.254;91.58;88;228.2;71.61;104.6;12.932;36.88;13.07;8.1;86.14;63.24;82.88;104.95;21.88;27.08;1;176;83.16;181.6;30.38;16.185;83.7;109.28;22.94;36.74;166.08;94.3
15.02.2018;12346.17;89.06;177.3;189.5;86.44;95.841;91.22;87.43;228.6;71.93;104.8;12.872;36.79;13.02;8.004;86.28;63.08;83.36;106.55;21.94;26.75;1;176.15;82.52;182.75;30.86;15.8;83.86;110.1;22.79;36.49;165.08;98.1
16.02.2018;12451.96;90.06;180.25;190.6;86.74;96.973;92.48;88.12;230.4;72.5;105.85;12.922;37.26;13.16;8.14;87.88;63.94;84.1;108.4;22.02;26.78;1;174.5;83.52;182.1;31.47;15.93;84.31;111.18;22.85;37.41;167.28;99.46
19.02.2018;12385.6;90;180.45;190.3;86.25;96.225;91.94;87.28;228.2;71.01;105.8;13.194;37.1;13.18;8.139;86.42;63.18;83.52;106.95;22.02;27.04;1;171.8;83.14;182.8;31.37;16.315;83.86;110.86;22.73;37.02;165.86;97.78
20.02.2018;12487.9;93;182.75;192.52;87.48;97.357;91.92;86.8;229.3;70.62;105.15;13.394;37.44;13.29;8.253;86.74;63.52;83.78;107.2;22.51;27.23;1;173.75;83.5;184.8;31.45;16.46;84.51;112.24;23.04;37.33;164.86;100.05
21.02.2018;12470.49;94.02;180.75;192.34;87.49;96.864;90.96;86.77;230.8;70.34;108.15;13.582;37.48;13.285;8.203;87.26;63.36;83.8;106.35;22.38;27.65;1;175.75;82.34;183.85;31.14;16.1;84.5;111.12;22.88;37.26;163.56;100.85
22.02.2018;12461.91;94.82;180.5;192.42;88.11;96.874;90.22;87.22;230.3;70.04;109.5;13.448;37.36;12.97;8.368;87.68;63.66;82.68;108.9;22.3;27.72;1;176;82.38;182.75;32.2;16.295;84.5;110.54;22.79;37.38;163.92;100.4
23.02.2018;12483.79;93.54;181.8;191.5;88.07;96.363;91.88;87.05;226.8;70.41;108.65;13.296;37.43;13.395;8.684;87.94;63.48;82.8;111.5;22.26;27.13;1;174.85;82.34;183.55;32.4;16.575;84.52;110.72;22.68;38.1;162.6;98.74
26.02.2018;12527.04;92.54;181.35;192.16;88.86;96.914;92.82;87.75;227.2;70.23;108.6;13.314;37.52;13.47;8.653;88.32;65.06;82.66;111.7;22.29;27.27;1;175.1;83.22;184;32.36;16.47;84.85;110.8;22.48;37.94;165.54;99.34
27.02.2018;12490.73;91.7;182;192.86;86.98;96.54;90.34;87.7;225.9;70.37;108.6;13.454;37.34;13.285;8.562;86.48;67.94;82.28;109.05;22.25;27.23;1;175.15;82.88;184.45;32.78;16.695;85.45;109.5;22.3;37.7;164.06;98.38
28.02.2018;12435.85;93.34;182.6;192.02;86.41;94.699;90.12;86.82;225.7;70.47;109.45;13.2;37.64;13.26;8.36;87.1;67.1;82.74;109.3;22.4;27.62;1;173.6;82.22;184.1;32.54;16.41;86.2;108.44;22.32;37.55;161.12;98.72
01.03.2018;12190.94;89.42;176.1;188.8;84.97;93.686;86.08;85.3;220.4;69.02;108.2;12.95;36.45;13.075;8.231;84.72;64.7;82.06;108.6;21.8;27.36;1;169.65;79.38;182.3;31.61;16.325;84.1;106.56;21.82;37.03;157.16;94.54
02.03.2018;11913.71;86.42;172.2;183.8;82.82;91.216;86.68;83.97;217.2;67.35;106.05;12.55;36.12;12.875;8.027;82.7;62.9;79.64;106.8;21.37;26.57;1;170.1;78.46;178.05;30.63;15.965;82.47;102.98;20.93;36.77;153.76;91.46
05.03.2018;12090.87;88.26;174.75;187.72;84.16;93.115;87.74;83.49;219;67.31;108.2;12.824;36.83;13.06;8.377;83.44;62.94;80.96;108.4;21.98;26.67;1;170.9;79.92;180.65;30.05;16.925;84.23;104;21.05;37.7;153.54;93.46
06.03.2018;12113.87;88.46;173.9;186.84;83.48;94.178;87.54;84.16;220.2;67.57;107.05;12.862;36.65;13.2;8.387;83;62.98;81.04;108.4;22.44;26.76;1;172.8;79.74;182.2;28.13;17.355;84.55;103.96;21.34;37.34;157;94.66
07.03.2018;12245.36;89.16;174.6;188.62;84.65;95.556;87.42;84.86;220.3;67.85;109.05;13.176;36.74;13.16;8.424;84.02;65;81.7;109.2;22.7;27.75;1;173.55;81.1;183.05;28.32;17.57;86.68;104.44;21.54;38.38;156;95.96
08.03.2018;12355.57;87.8;175.2;189.9;85.32;95.92;89.1;84.97;223.9;67.88;110.1;13.1;37.65;13.255;8.507;84.92;65.66;81.8;111.2;23.32;27.29;1;179.25;77.66;184.3;28.8;17.85;87.86;105.54;21.53;39.28;156.72;100
09.03.2018;12346.68;88.04;173.7;190.02;84.99;96.254;89.78;85.13;220.9;67.92;109.9;13.038;37.19;13.225;8.453;85.14;65.9;82.64;112.6;23.51;25.76;1;179.25;78.48;184.7;28.87;17.995;88.39;105.7;21.66;38.28;156.88;102.15
12.03.2018;12418.39;87.12;171.6;189.9;85.46;96.392;89.54;85.71;222.2;68.32;110.55;13.06;37.36;13.25;8.906;84.98;65.68;83.2;113.1;23.52;26;1;185.9;79.2;185.15;28.28;19.65;88.37;106.8;21.53;38.57;158.58;102.35
13.03.2018;12221.03;86.82;169;185.8;83.89;94.503;87.94;84.63;219.3;67.71;109.55;12.826;36.45;13.1;9.251;83.16;64.28;82.54;110.4;23.06;26.06;1;180.6;78.34;182.45;26.85;19.075;87.42;105.1;21.38;37.85;154.52;103.1
14.03.2018;12237.74;85.34;187.9;185.1;83.3;94.089;87.5;84.17;220.2;67.5;109.6;12.71;36.25;13.12;9.228;82.24;64.06;82.06;109.45;22.92;26.2;1;178.8;77.7;181.9;26.98;19.92;87.24;105.32;21.59;38.07;156.7;101.6
15.03.2018;12345.56;84.38;193;188.58;84.03;93.332;87.46;85.12;222.5;68.24;109.55;12.774;36.75;13.15;9.141;82.26;64.06;82.36;110.55;23.23;26.85;1;178.55;78.08;186.95;26.93;19.815;87.9;106.2;21.81;38.53;161;102.5
16.03.2018;12389.58;82.3;194.1;188.92;84.74;94.02;87.28;85.86;222.6;69.17;108.85;12.842;36.86;13.41;9.033;81.96;63.92;82.28;110.4;23.2;27.01;1;173.5;79.22;189;27.5;20.11;87.35;107.16;21.85;38.7;162.12;99.98
19.03.2018;12217.02;81.6;192.5;185.78;83.6;92.18;87.72;85.17;220.5;68.53;108.45;12.55;36.33;13.27;8.896;81.76;62.7;82;107.9;22.7;26.66;1;171;78.06;187.65;27.34;20.05;85.79;105.36;21.66;38.75;159.54;98.94
20.03.2018;12307.33;84.18;194.65;189.2;84.43;92.731;86.98;85.99;223.5;68.68;111.05;12.66;36.47;13.195;8.866;82.28;63;82.06;106.4;23;27.38;1;171.65;78.64;192.2;27.44;19.99;85.4;105.82;21.79;39.34;161.3;100.9
21.03.2018;12309.15;84.88;198.15;188.7;84.78;92.869;86.92;86.1;224.2;68.63;111.1;12.008;36.2;13.14;8.885;82.58;62.88;81.66;106.2;23.13;26.63;1;174.2;77.7;192.45;27.59;19.895;85.85;106.12;22.16;39.41;160.5;98.74
22.03.2018;12100.08;83.1;197;184.92;82.51;91.55;87.26;85.33;223.1;67.03;111.7;11.65;35.7;12.91;8.819;81.72;61.78;79.76;105.8;22.49;26.15;1;170.15;76.16;190;27.18;19.815;85.15;103.26;21.82;39.55;157.98;96
23.03.2018;11886.31;81.86;195.6;180.36;81.07;88.913;86.9;84.18;216;65.77;108.8;11.318;35.04;12.95;8.864;81.1;60.74;78.74;104.3;22.18;25.49;1;167.9;75.6;184.75;27.35;19.8;84.07;101.44;21.16;39.41;153.68;95.66
26.03.2018;11787.26;80.1;193;179.54;80.83;88.047;86.5;85.21;215.4;65.53;107.4;11.186;34.72;12.805;8.819;79.4;59.32;77.98;103.35;21.79;25.59;1;165.5;74.8;184.25;27.49;19.685;82.98;100.38;21.1;38.97;154.74;94.3
27.03.2018;11970.83;81.4;194.15;182.34;82.5;89.336;87.38;85.81;219;66.47;111.1;11.314;35.16;12.98;8.854;81.46;60.74;79.84;104.4;22.46;25.76;1;167.85;76.04;184.6;27.98;19.875;84.78;101.8;21.54;39.76;156.46;96.28
28.03.2018;11940.71;79.44;192.95;183.2;81.22;89.257;90.46;85.56;217.2;66.3;110.6;11.196;34.93;13.05;9;82.12;61.18;79.7;106.5;21.56;25.02;1;165.7;77.96;187.55;27.83;20.18;84.42;102.3;21.25;39.9;155;94.4
29.03.2018;12096.73;79.86;196.65;183.4;82.47;90.33;92.02;88.15;224.3;68.97;110.6;11.326;35.52;13.25;9.02;82.98;62.06;79.78;106.85;21.74;25.94;1;163;77.9;188.85;28.18;20.06;84.97;103.52;21.19;40.25;161.38;95.92
30.03.2018;12096.73;79.86;196.65;183.4;82.47;90.33;92.02;88.15;224.3;68.97;110.6;11.326;35.52;13.25;9.02;82.98;62.06;79.78;106.85;21.74;25.94;1;163;77.9;188.85;28.18;20.06;84.97;103.52;21.19;40.25;161.38;95.92
02.04.2018;12096.73;79.86;196.65;183.4;82.47;90.33;92.02;88.15;224.3;68.97;110.6;11.326;35.52;13.25;9.02;82.98;62.06;79.78;106.85;21.74;25.94;1;163;77.9;188.85;28.18;20.06;84.97;103.52;21.19;40.25;161.38;95.92
03.04.2018;12002.45;79.46;195.3;183.4;81.89;89.228;90.46;88.68;221.2;68.56;110.65;11.162;34.97;13.13;9.049;82.44;61.16;79.14;104.8;21.29;25.72;1;163;77.22;188.3;27.46;19.945;84.25;102;21.31;40.18;162.38;94.02
04.04.2018;11957.9;78.86;197.8;182.72;82.01;89.956;91.7;87.41;218.7;68.11;110.25;11.168;34.89;13.115;9.015;80.9;61.14;78.56;105.6;20.65;24.97;1;161.25;78.1;189.4;27.57;19.98;84.06;101.14;21.01;39.9;161.5;92.92
05.04.2018;12305.19;81.26;204.2;187.4;84.4;92.682;93.6;88.7;222.8;69.61;112.65;11.66;36.12;13.455;9.064;83.22;63.94;80.96;108.1;21.36;25.83;1;166.05;80.7;193.7;28.23;20.1;86.66;104.7;21.92;40.24;167.12;99.22
06.04.2018;12241.27;80.16;203.7;186.66;83.99;92.121;92.98;88.97;222.7;65.33;112.2;11.352;35.98;13.45;9.019;82.92;63.38;80.38;107.4;21.18;26.35;1;164.85;80.5;192.05;28.98;20.11;86.47;104.5;21.64;40.25;165;98.26
09.04.2018;12261.75;79.02;202.6;187.42;83.53;91.944;93.2;88.34;222.1;64.95;114.9;11.484;35.9;13.515;8.98;83.24;64;81.08;107;21.26;26.67;1;163.65;80.66;193.25;29.22;20.21;87.37;105;21.68;40.32;164.26;101.3
10.04.2018;12397.32;81.36;205.5;188.48;84.04;96.294;92.76;89.99;228.3;65.74;114.5;11.432;36.52;13.555;8.911;83.54;63.96;81.2;104.2;21.39;26.88;1;167.45;80.68;194.2;29.54;20.09;87.51;105.3;22.16;40.03;171.58;102.65
11.04.2018;12293.97;79.12;206.5;186.42;82.98;95.457;92.26;89.87;225.3;65.25;111.55;11.49;36.02;13.85;8.853;82.04;62.6;79.4;103.2;21.31;26.19;1;165;80.28;190.65;29.69;20.11;86.84;103.88;21.94;39.8;173.16;102.8
12.04.2018;12415.01;80.22;210.3;188.64;83.95;96.933;92.58;89.93;225.3;65.47;108.8;11.668;36.34;13.87;8.953;82.7;64;79.2;103.8;21.81;26.99;1;166.8;80.94;191.05;29.6;20.7;87.74;104.72;22.13;39.86;176.6;105.45
13.04.2018;12442.4;80.08;210.6;189.42;84.12;97.081;93.16;91.33;225;65.65;109.05;11.7;36.47;13.95;8.99;82.84;64.06;79.72;103.1;21.62;26.49;1;165;81.44;191.35;29.14;20.85;87.97;104.86;22.34;40.62;177.28;105.75
16.04.2018;12391.41;78.56;210.7;189.48;84.19;96.422;92.64;90.66;222.2;65.31;109.55;11.6;36.48;13.87;9.001;82.56;63.9;79.46;103.2;21.6;26.91;1;165;81.04;192.2;28.7;20.76;87.2;104.2;22.18;40.24;172.14;105.5
17.04.2018;12585.57;80.92;213.2;192.12;85.32;99.079;93.3;91.22;227;66;110.45;11.662;37.21;14.045;9.028;84.8;65.8;80.18;104.75;22.15;27.01;1;169;81.26;194.45;28.99;21.08;88.46;105.66;22.72;40.54;174.74;108.4
18.04.2018;12590.83;82.1;213.7;192.12;86.01;98.705;93.06;90.8;217.8;65.23;111;11.726;37.76;13.995;9.117;84.88;66.16;81.3;105.2;21.88;26.97;1;169;81.64;195.75;29.2;21.69;88.54;106.06;23.04;40.81;174.36;110.7
19.04.2018;12567.42;81.84;210.5;192.66;86.07;98.016;92.44;90.88;222.2;65.2;111.7;11.686;37.69;13.955;9.036;85.04;65.96;81.82;104.9;21.42;26.61;1;166.25;82;194.85;29.62;21.87;87.71;107.62;22.79;40.45;173.28;110.4
20.04.2018;12540.5;81.1;212.2;193.54;86.69;97.425;92.38;91.02;220.2;65.12;111.55;11.574;37.71;14.045;8.938;84.88;65.7;81.4;104;21.1;26.19;1;166.15;82.02;195.8;29.63;21.36;86.52;108.3;22.71;40.33;171.1;110.15
23.04.2018;12572.39;80.92;211.7;195.1;87.05;97.219;91.88;91.2;223;65.35;111.25;11.686;38;14.215;8.848;81.32;65.62;81.7;103;21.4;26.45;1;165.3;82.28;199;29.65;21.27;87.15;108.48;22.61;40.24;169.44;109.95
24.04.2018;12550.82;80;204.8;194.86;86.4;96.412;92.46;91.13;226;65.16;111.85;12.178;37.85;14.115;8.875;82.78;63.9;80.56;102.3;21.22;26.5;1;165.15;81.38;198.95;29.56;21.49;90.21;106.28;22.69;40.16;169.64;109.85
25.04.2018;12422.3;77.76;202.3;193.28;84.42;95.92;92.34;89.27;221.9;65.01;110;11.99;35.97;14.09;8.79;81.06;63.22;80.56;102.7;21.23;25.61;1;176;80.9;197.6;29.55;21.12;89.14;104.82;22.18;39.82;167;107.45
26.04.2018;12500.47;74.5;203.1;195.14;84.6;95.792;92.9;90.39;224.8;65.03;112.25;11.834;35.89;14.335;8.911;83.26;63.1;81.06;104.15;21.56;24.2;1;179.2;81.7;188.95;29.98;21.36;90.33;104.74;21.89;40.71;171.44;110.8
27.04.2018;12580.87;75.96;204.5;194.5;86.07;96.569;94.26;91.5;223.4;65.64;111.9;11.436;36.08;14.54;8.891;83.88;62.38;81;105.35;21.55;24.56;1;179.15;82.82;189.85;29.98;19.8;92.02;105.48;22.1;41.13;172.72;112.35
30.04.2018;12612.11;75.56;203.9;196.46;86.32;97.701;93.92;92.47;221.2;65.5;111.65;11.366;36.1;14.495;9.072;84.28;63.34;81.26;105.4;21.28;24.17;1;178.8;81.22;189.95;30.1;19.875;92.42;105.64;21.6;41.61;171.84;113.1
01.05.2018;12612.11;75.56;203.9;196.46;86.32;97.701;93.92;92.47;221.2;65.5;111.65;11.366;36.1;14.495;9.072;84.28;63.34;81.26;105.4;21.28;24.17;1;178.8;81.22;189.95;30.1;19.875;92.42;105.64;21.6;41.61;171.84;113.1
02.05.2018;12802.25;76.76;207.2;199.14;87.28;98.036;93.74;93.09;226.6;66.55;116.45;11.44;36.4;14.545;9.214;86.68;65.16;82.44;104.2;22.23;24.97;1;181.5;81.62;192.35;30.11;20.08;93.85;108.16;21.94;41.9;177.84;117
03.05.2018;12690.15;76.48;193.1;197.32;85.79;98.38;94.1;92.16;225.3;66.33;115.5;11.314;36.41;14.365;9.289;83.3;64.5;82.78;104.7;22.15;24.54;1;177.75;81.68;191.7;30.12;20.06;93.95;107.58;21.65;40.81;176.04;117
04.05.2018;12819.6;74.54;192.7;199;86.88;100.26;94.32;91.56;226.9;66.48;116.4;11.52;36.55;14.5;9.467;83.94;64.82;84;104.9;22.73;25.15;1;176.75;82.5;189.95;30.45;20.2;95.44;109.14;21.94;41;172.72;117.65
07.05.2018;12948.14;76.24;195.05;201;85.65;100.476;94.48;91.56;228.2;66.83;116.6;11.526;37.15;14.565;9.522;84.62;66.04;83.68;105.6;23.52;25.25;1;179.95;82.66;192.15;30.7;20.29;96;109.7;22.4;41.34;176.22;119.55
08.05.2018;12912.21;76.52;193.6;200.3;85.89;100.122;97.08;91.94;228;67.02;115.5;11.454;34.54;14.505;9.536;85;67.22;83.2;105.75;23.57;25.25;1;177.1;83;191.05;31.1;19.855;96.51;110.3;22.55;41.24;173.72;119.95
09.05.2018;12943.06;77.7;190.35;198.54;86.14;100.535;97.34;91.96;226.4;67.1;115.6;11.54;34.13;14.3;9.528;84.9;67.3;83.96;104.2;23.92;24.26;1;177.8;82.08;192.5;28.22;19.975;96.74;114.6;22.82;40.72;170.8;120.5
10.05.2018;13022.87;77.68;190.6;192.04;87.38;101.008;97.52;92.36;224.4;67.19;116.05;11.604;34.02;14.31;9.476;85.44;67.36;81.08;104.35;23.91;24.29;1;180;83.36;191.1;28.72;20.26;97.54;115.9;22.89;39.44;171.6;121.5
11.05.2018;13001.24;77.98;189.55;191.54;86.87;100.476;97.1;92.18;222.7;67.05;116.7;11.644;34.43;14.27;9.339;84.96;66.6;79.98;104.3;23.96;25.11;1;179.25;83.32;192.5;29.06;20.08;97.42;115.5;23.21;39.48;172.3;121.95
14.05.2018;12977.71;78.74;189.1;190.44;86.76;100.929;97.22;91.83;222.7;66.84;115.4;11.47;34.36;14.22;9.272;85.62;67.1;79.34;105.25;24.13;25.25;1;178.75;85.04;191.4;29.72;19.99;96.85;115.48;23.25;39.4;171.34;122.8
15.05.2018;12970.04;78.48;188.9;192.26;87.63;100.378;97.2;92.17;221.6;66.9;116.5;11.28;33.99;14.155;9.296;85.42;67.2;79.62;104.5;24.1;25.13;1;181.05;79.7;193.6;29.82;20.23;95.5;116.18;21.75;39.31;173.54;124
16.05.2018;12996.33;78.9;193.9;189.5;88.58;101.834;97.46;92.16;222;66.87;115.1;10.978;34.29;14.15;9.26;85.4;67.5;79.88;105.05;24.2;25.1;1;182;80.84;191.9;29.36;19.97;96.17;116.98;21.49;39;172.34;125.85
17.05.2018;13114.61;80.06;195.25;191.8;88.9;102.838;98.16;93.3;226.2;67.8;113.45;11.024;34.2;14.14;9.372;88.5;69.08;81.06;104.6;24.36;25.11;1;184.15;86.04;193.55;27.36;20.16;96.95;117.56;21.53;39.15;174.02;127.85
18.05.2018;13077.72;79.44;195.05;191.5;88.97;102.7;98.12;88.57;224;67.4;111.55;10.81;34.05;13.445;9.431;86.54;69.14;80.46;106.45;24;24.65;1;183.55;85;193.8;27.29;20.12;95.85;117.54;21.56;39.41;173.1;131.35
21.05.2018;13077.72;79.44;195.05;191.5;88.97;102.7;98.12;88.57;224;67.4;111.55;10.81;34.05;13.445;9.431;86.54;69.14;80.46;106.45;24;24.65;1;183.55;85;193.8;27.29;20.12;95.85;117.54;21.56;39.41;173.1;131.35
22.05.2018;13169.92;79;195.5;192.78;89.8;103.369;98.64;90.83;225.5;68.38;111.1;10.964;34.23;13.535;9.418;86.32;68.5;81.1;107.6;24.07;25.12;1;182.5;84.48;194.6;26.65;19.92;96.11;117.8;23.62;39.55;176.6;126.15
23.05.2018;12976.84;77.4;193.8;188.88;87.75;101.106;98.52;89;224;67.08;110.15;10.898;33.85;13.52;9.312;85.78;67.3;79.84;107.15;23.65;24.18;1;176.8;83.18;189.3;26.82;19.845;96.42;116.34;23.08;39.2;171.76;126.65
24.05.2018;12855.09;77.2;193.35;187.2;87.11;100.338;98.4;87.5;221.4;65.22;110.25;10.376;33.43;13.315;9.19;85.58;67;79;106.6;23.75;24.01;1;177;83.7;188.25;26.56;19.605;96.84;114.86;23.01;38.5;167.4;126.6
25.05.2018;12938.01;78.58;193.85;187.54;87.64;101.106;99.24;87.45;224;65.07;111.65;10.384;33.45;13.37;9.166;86.66;67.78;78.86;107.9;23.81;24.44;1;177.5;85.36;188.3;26.7;19.67;97.83;115.54;23.08;39.35;170.14;129.15
28.05.2018;12863.46;79.2;195.6;185.94;86.63;98.223;99.24;87.22;223.8;64.22;112.35;10.29;33.54;13.295;9.166;86.66;67;77.9;108.15;23.76;24.77;1;178;85.34;187.95;26.54;19.815;96.64;114.08;22.73;39.35;167.16;132.55
29.05.2018;12666.51;77.3;192.35;180.3;85.28;97.268;99.26;86.08;217.2;63.19;111.85;9.817;33.05;13.16;9.082;86.24;67.08;76.34;107.55;23.6;24.17;1;177;85.26;181;25.98;19.33;95.33;112.9;22.84;39.7;162.52;129.25
30.05.2018;12783.76;77.5;196.85;180.5;85.94;101.067;99.16;86.2;219;62.87;113;9.862;33.26;13.33;9.136;87.3;67.56;75.82;107.85;23.84;23.66;1;177.7;88.62;181.3;25.14;19.8;96.18;113.24;22.86;40.79;164.14;130.45
31.05.2018;12604.89;77.94;193.6;176.38;84.25;100.24;98.26;85.38;217.1;61.68;114.4;9.157;32.47;13.22;9.072;85.42;65.76;75.8;105.65;23.49;23.25;1;177.15;87.34;176.3;25.17;19.395;96.34;111.5;22.57;40.36;160.94;132.15
01.06.2018;12724.27;79;193.15;179.66;84.93;101.716;98.04;85.88;218.5;62.03;114.8;9.41;32.98;13.23;9.01;84.88;66.22;77;105;23.61;23.43;1;179;88.36;180.85;25.26;19.225;97.33;113;23.12;39.9;162.14;133.3
04.06.2018;12770.75;79.32;195.05;180.9;85.02;101.086;98.4;86.2;218.9;62.16;117;9.534;33.22;13.33;9.04;85.28;66.28;77.64;105.55;23.74;23.93;1;180.65;85.06;181.7;25.67;19.62;97.79;113.14;22.97;40.51;162.2;136.8
05.06.2018;12787.13;78.48;196.4;179.6;85.35;99.492;98.5;86.59;221.4;62.2;118.65;9.42;32.95;13.395;8.967;86.5;66.66;77.8;106.9;24.38;23.67;1;183;84.24;179.75;25.32;19.47;99;113.2;23.21;40.61;162.26;137.8
06.06.2018;12830.07;79;203.4;178.72;85.64;99.4;97.2;87;223.9;62.35;118.85;9.558;32.87;13.45;8.882;86.82;68.52;78.54;106;24.71;23.67;1;181.6;84;178.4;25.25;19.145;99.07;113.08;23.72;40.7;163;138.15
07.06.2018;12811.05;78.48;198.2;179.36;85.29;98.94;97.16;86.63;223.8;62.37;117.3;9.619;32.69;13.455;8.892;86.62;69.3;78.4;106.3;24.56;23.57;1;180;83.86;178.9;25;18.97;99.62;113.5;23.89;40.05;162.9;139.45
08.06.2018;12766.55;78.12;199.35;178.58;85.88;98.44;98;85.64;221.9;61.96;117.45;9.554;31.17;13.335;8.868;86.68;67.76;78.52;107.3;24.73;22.99;1;180.1;84.52;178.85;24.85;18.9;100.44;113.8;23.36;40.65;159.4;142
11.06.2018;12842.91;78.92;198.4;180.98;87.79;97.37;98.12;85.38;219.3;61.42;115.7;9.677;30.21;13.645;8.89;86.3;68.34;78.76;107.25;25.12;23.23;1;180.8;83.98;181.2;24.39;19.065;101.78;115.68;23.46;40.54;159.24;144
12.06.2018;12842.3;78.02;196.55;181.16;87.45;96.45;98.24;85.3;218;62.31;116.5;9.72;29.46;13.785;9.075;86.42;68.58;78.64;107.75;24.61;23.1;1;182;83.04;182;24.56;19.375;101.98;115.88;23.33;40.5;159.56;146.2
13.06.2018;12890.58;78.04;194.9;180.18;86.63;98.87;99.22;84.68;218.3;61.73;115.9;9.655;29.6;13.62;8.971;86.92;68.78;77.02;109;24.97;23.85;1;183;83.34;182;24.1;19.43;102.82;118.66;23.78;40.66;159.78;151.55
14.06.2018;13107.1;77.6;198.75;183.06;88.07;100.8;99.36;86.27;220.5;63.19;116.4;9.657;30.36;13.85;9.272;88.48;70.94;77.72;110.1;25.49;23.84;1;184.25;84.14;185.6;24.25;20.06;104.3;120.7;23.69;41.5;163.34;156.3
15.06.2018;13010.55;76.9;199.85;180.36;87.5;100.08;100.7;85.74;225.2;62.32;115.45;9.492;30.41;13.805;9.489;87.76;70.1;76.9;110.6;25.11;22.95;1;184.5;84.4;182.05;23.89;20.17;103.78;119.62;23.32;41.5;161.02;147.5
18.06.2018;12834.11;75.58;194.3;178.22;86.25;98.46;98.8;84.75;224.3;61.73;114.1;9.481;30.23;13.605;9.295;86.28;68.6;76.08;108.15;24.84;22.81;1;181.2;82.76;180.4;23.59;19.92;102.5;118.4;22.9;41.08;156.06;146.55
19.06.2018;12677.97;74.2;189.4;176.58;84.96;96.63;99.3;84.06;220.2;60.9;113.8;9.56;29.65;13.5;9.245;86.46;68.16;75;107.95;24.31;22.77;1;178.5;82.26;180.5;23.68;19.78;101.74;116.32;22.39;40.54;152.3;143.75
20.06.2018;12695.16;74.94;188.65;175.92;85.09;96.9;99.48;83.68;217.1;60.45;115.3;9.589;29.82;13.47;9.201;86.76;68.92;75.06;107.9;24.31;22.75;1;179;82.74;180.5;23.82;19.68;102.72;116.54;22.07;40.94;154.44;147.5
21.06.2018;12511.91;72.7;190.15;173.48;83.4;96.39;93.9;81.22;210.7;57.84;115.3;9.378;29.32;13.385;9.097;86.76;69.48;73.3;107.65;23.69;22.69;1;177.6;82.84;176.5;23.64;19.36;101.42;114.78;21.65;40.86;149.64;147
